ticker,weight,expected_return
APP,0.6202312324752532,1.45823887095998
HOOD,0.3797687675246022,1.3365489456992774
PLTR,9.386299085975622e-14,1.1381254220092187
AEP,1.3094755513313405e-14,0.23127142542576348
HWM,1.2939373011701714e-14,0.6599777814829245
WELL,1.2869069461342296e-14,0.4322551322651416
WDC,1.179051611112355e-14,0.7531763139128614
ADP,0.0,0.0762403626662927
ADSK,0.0,0.15995812478692037
AEE,0.0,0.15855879432831693
AES,0.0,-0.07868660662019551
AFL,0.0,0.16193163330133012
TRV,0.0,0.23697368636331798
AXON,0.0,0.4256280747404823
WAB,0.0,0.29445301309830285
VMC,0.0,0.16386098975703894
ALLE,0.0,0.21776948926299827
ZTS,0.0,-0.1985343985365018
TMO,0.0,0.07625666335105687
TMUS,0.0,0.17131525571344264
TPL,0.0,0.28915628796451925
TPR,0.0,0.6536145222303301
TRGP,0.0,0.3743154342409715
TRMB,0.0,0.28268138406785626
TROW,0.0,0.06404686783270053
ABT,0.0,0.1061593159389765
TSCO,0.0,0.14179882163981244
TSLA,0.0,0.32631360547158983
TSN,0.0,0.09380656134995206
TT,0.0,0.2964354119919645
TTD,0.0,-0.28104952408564976
TTWO,0.0,0.2250765050128656
TXN,0.0,0.09512222731182621
TXT,0.0,0.03785986462425906
TYL,0.0,0.06017590777517846
UAL,0.0,0.4779790720894682
UBER,0.0,0.2183322347037423
UDR,0.0,0.05216844732625655
UHS,0.0,0.2526770872515423
ULTA,0.0,0.04697603739837929
UNH,0.0,-0.2337957467713418
UNP,0.0,0.029699408908293843
UPS,0.0,-0.19265035555389082
URI,0.0,0.2591836569829334
USB,0.0,0.17578344441198912
V,0.0,0.13186982389226362
VICI,0.0,0.011631873681008435
VLO,0.0,0.19320638074732682
VLTO,0.0,0.1576303464868069
AAPL,0.0,0.20108583008805794
AXP,0.0,0.393752711095803
AZO,0.0,0.18396196092265155
BA,0.0,-0.0769764868124758
BAC,0.0,0.3040553521698894
BALL,0.0,-0.061377493453098286
BAX,0.0,-0.32657623518894835
BBY,0.0,0.043414430701630764
BDX,0.0,-0.08633368730413281
BEN,0.0,0.003065012877261883
BG,0.0,-0.033747758990735954
BIIB,0.0,-0.12645051996502985
BK,0.0,0.4517525021773845
BKNG,0.0,0.24453002424834366
BKR,0.0,0.22786031993126254
BLDR,0.0,-0.10660328078790408
BLK,0.0,0.19900705042848896
BMY,0.0,0.06692326909596037
BR,0.0,0.10014092500934062
BRO,0.0,0.03927133377690286
BSX,0.0,0.2887050423385572
BX,0.0,0.16317150959487461
BXP,0.0,0.10653020487434177
C,0.0,0.4443402997145163
CAG,0.0,-0.21179550095087352
CAH,0.0,0.3246685911982286
CARR,0.0,0.02279690879265116
CAT,0.0,0.44540756998306225
CB,0.0,0.1394646375341153
CBOE,0.0,0.17653980865544444
CBRE,0.0,0.33830243162060364
CCI,0.0,-0.08878260989025206
CCL,0.0,0.22742101221636
CDNS,0.0,0.12352805161757745
CDW,0.0,-0.18139719630745219
CEG,0.0,0.5740529998375372
CF,0.0,0.06504791450325623
CFG,0.0,0.3746722802357448
CHD,0.0,-0.049911284393050294
CHRW,0.0,0.3305390710950309
CHTR,0.0,-0.34669825036742263
CI,0.0,0.026251114059474147
CINF,0.0,0.2523349196138462
CL,0.0,0.014644513152418714
CLX,0.0,-0.12145999164497381
CMCSA,0.0,-0.19726342861926163
CME,0.0,0.15347367952044014
CMG,0.0,-0.1331262254425786
CMI,0.0,0.42034246736499326
CMS,0.0,0.13520164837949358
CNC,0.0,-0.32606168468728225
CNP,0.0,0.17256074945101743
COF,0.0,0.3617207417820949
COIN,0.0,0.3336816454801968
COO,0.0,-0.047426698417888415
COP,0.0,-0.0739738995463997
COR,0.0,0.25957250188619985
COST,0.0,0.21798947064007712
CPAY,0.0,0.08405313636847382
CPB,0.0,-0.13203819721679816
CPRT,0.0,-0.11865183031817883
CPT,0.0,0.0971716386237467
CRL,0.0,-0.043017491014751774
CRM,0.0,-0.00099408239153807
CRWD,0.0,0.3880717499942352
CSCO,0.0,0.26935750064802205
CSGP,0.0,-0.1105019587038949
CSX,0.0,0.0499383105990178
CTAS,0.0,0.15007194186785636
CTRA,0.0,0.06459022289430665
CTSH,0.0,0.07580246790434968
CTVA,0.0,0.20343721275387852
CVS,0.0,0.09587311598801158
CVX,0.0,0.067788852105609
D,0.0,0.17445191756873782
DAL,0.0,0.2954366923187829
DASH,0.0,0.4074659529401781
DAY,0.0,-0.003005575404802209
DD,0.0,0.1609764102355146
DDOG,0.0,0.12867654793701316
DE,0.0,0.148446443507712
DECK,0.0,-0.09367748927115899
DELL,0.0,0.36387483532301224
DG,0.0,-0.016624905014174473
DGX,0.0,0.16608281402936784
DHI,0.0,0.11355033839753569
DHR,0.0,0.015416642768343786
DIS,0.0,0.0769313471152947
DLR,0.0,0.11026204515156819
DLTR,0.0,-0.05325132111193153
DOC,0.0,0.02694757872175211
DOV,0.0,0.1538831193763595
DOW,0.0,-0.35085556862213313
DPZ,0.0,0.04988762825012655
DRI,0.0,0.07713782897541906
DTE,0.0,0.1344766365112664
DUK,0.0,0.1588806200133504
DVA,0.0,0.04670053546969047
DVN,0.0,-0.04834417718815059
DXCM,0.0,-0.30012484963720026
EA,0.0,0.20042105241460187
EBAY,0.0,0.35811736084755197
ECL,0.0,0.17136593272403564
ED,0.0,0.057307845522595914
EFX,0.0,-0.02421365128776309
EG,0.0,-0.1056051525956987
EIX,0.0,-0.030818771327327667
EL,0.0,-0.12783804153308104
ELV,0.0,-0.17420585348998835
EME,0.0,0.5427593243452097
EMR,0.0,0.23280486256971444
EOG,0.0,-0.008425384496590225
EPAM,0.0,-0.12970717049927738
EQIX,0.0,-0.039449936057166436
EQR,0.0,0.06549150263199052
EQT,0.0,0.23286529907783318
ERIE,0.0,0.006011559729313348
ES,0.0,0.09575777220929585
ESS,0.0,0.10947401610667332
ETN,0.0,0.21007521146896682
ETR,0.0,0.34647837033743245
EVRG,0.0,0.23409818631525373
EW,0.0,0.10514859751637182
EXC,0.0,0.10087945879082556
EXE,0.0,0.25301243137518126
EXPD,0.0,0.1183456899050311
EXPE,0.0,0.31181082817080596
EXR,0.0,0.021465667479060334
F,0.0,0.1712384185885859
FANG,0.0,0.05427959126391872
FAST,0.0,0.18177512651497443
FCX,0.0,0.09780332708321919
FDS,0.0,-0.23491700514501443
FDX,0.0,0.03652897392818567
FE,0.0,0.14122182003203426
FFIV,0.0,0.16955830280970405
FICO,0.0,0.2287497644978488
FIS,0.0,0.06396556516238389
FISV,0.0,-0.3375215973560691
FITB,0.0,0.23415440670233018
FOX,0.0,0.39393159515155873
FOXA,0.0,0.41561651654735066
FRT,0.0,0.029928004121406226
FSLR,0.0,0.24002368364270388
FTNT,0.0,0.24480624634775958
FTV,0.0,0.012667789499218107
GD,0.0,0.1708139813877752
GDDY,0.0,0.1175888956827409
GE,0.0,0.5584820712692737
GEHC,0.0,0.0857996092477917
GEN,0.0,0.10958387283986022
GILD,0.0,0.2599800026437212
GIS,0.0,-0.13366628833170316
GL,0.0,0.033253839466606455
GLW,0.0,0.570352163248445
GM,0.0,0.4221926325575054
GNRC,0.0,0.14462345093976853
GOOG,0.0,0.4501791224046821
GOOGL,0.0,0.45427463108940314
GPC,0.0,-0.0005699960101441713
GPN,0.0,-0.19687241550352794
GRMN,0.0,0.2619616156184094
GS,0.0,0.4607628534887332
GWW,0.0,0.10463589764980938
HAL,0.0,-0.12278845125100235
HAS,0.0,0.2992898329802598
HBAN,0.0,0.22927903538837313
HCA,0.0,0.3271755729020651
HD,0.0,0.060513749743669965
HIG,0.0,0.277525625967524
HII,0.0,0.15493148385656696
HLT,0.0,0.23561004622091478
HOLX,0.0,0.029251872899646106
HON,0.0,0.03559745367294309
HPE,0.0,0.1945976592032692
HPQ,0.0,-0.021339831999405427
HRL,0.0,-0.09966802311060334
HSIC,0.0,0.02614160172865835
HST,0.0,0.027934957835555222
HSY,0.0,0.006768937190368531
HUBB,0.0,0.19658715437709867
HUM,0.0,-0.3237181358350489
IBKR,0.0,0.6084961346689879
IBM,0.0,0.3539516823160714
ICE,0.0,0.17398359327634452
IDXX,0.0,0.1631741755306735
IEX,0.0,-0.052892037938583256
IFF,0.0,-0.04762539900133931
INCY,0.0,0.30077572968518135
INTC,0.0,-0.018259936821133287
INTU,0.0,0.08052647759390909
INVH,0.0,-0.07072851796857389
IP,0.0,0.06282811114773051
IQV,0.0,0.019173102963914532
IR,0.0,0.051531812967663834
IRM,0.0,0.1569179292110954
ISRG,0.0,0.30064762131082495
IT,0.0,-0.3222334978174958
ITW,0.0,0.026323124193999323
IVZ,0.0,0.3042597643295158
J,0.0,0.14607526686418953
JBHT,0.0,0.0037256965128044544
JBL,0.0,0.3210195382807702
JCI,0.0,0.3912180414356489
JKHY,0.0,0.06415299859621282
JNJ,0.0,0.1520224106544685
JPM,0.0,0.3694896461352809
K,0.0,0.2509030995741311
KDP,0.0,-0.033682961887811884
KEY,0.0,0.2254775068651464
KEYS,0.0,0.20646310128918888
KHC,0.0,-0.13657855831463891
KIM,0.0,0.04442662968961266
KKR,0.0,0.27304125383407757
KLAC,0.0,0.4130899875489371
KMB,0.0,-0.046686414940448645
KMI,0.0,0.27165550649528697
KO,0.0,0.12301183046023736
KR,0.0,0.1948473096560596
KVUE,0.0,-0.0570105062293045
L,0.0,0.1989765301743014
LDOS,0.0,0.2860439231644268
LEN,0.0,0.01455387933152795
LH,0.0,0.09567199186576127
LHX,0.0,0.1935987408408889
LII,0.0,0.09967360382479915
LIN,0.0,0.009623289450678358
LKQ,0.0,-0.20209596166698116
LLY,0.0,0.28182334067616877
LMT,0.0,0.02408064356568769
LNT,0.0,0.15737312889318572
LOW,0.0,0.10477966800901116
LRCX,0.0,0.4092333129273364
LULU,0.0,-0.4628806698985826
LUV,0.0,0.15741281879988162
LVS,0.0,0.2050695373841771
LW,0.0,-0.24901197031343145
LYB,0.0,-0.3179575780610321
LYV,0.0,0.2535701095981634
MA,0.0,0.14679243959213367
MAA,0.0,0.06653124396250042
MAR,0.0,0.1805259514980039
MAS,0.0,0.032619589964971225
MCD,0.0,0.060437430165790264
MCHP,0.0,-0.11040032197032704
MCK,0.0,0.2888437423554047
MCO,0.0,0.14195429314425054
MDLZ,0.0,-0.0949839705444905
MDT,0.0,0.15671094467865573
MET,0.0,0.12437503482992648
META,0.0,0.36737093115690755
MGM,0.0,-0.06704944486946485
MHK,0.0,0.09903372886609794
MKC,0.0,-0.0021888498369221515
MLM,0.0,0.14898583238532265
MMC,0.0,-0.022024143487938783
MMM,0.0,0.3621200229097332
MNST,0.0,0.14294477039637118
MO,0.0,0.23720157579574072
MOH,0.0,-0.4479423516115034
MOS,0.0,-0.17550489668113967
MPC,0.0,0.13584445063234485
MPWR,0.0,0.2707758161151466
MRK,0.0,0.010788600836724841
MRNA,0.0,-0.5743869007638145
MS,0.0,0.4160342976576283
MSCI,0.0,0.02591817950162133
MSFT,0.0,0.13865900413783874
MSI,0.0,0.07874485351971655
MTB,0.0,0.219706470308357
MTCH,0.0,0.02634976021320193
MTD,0.0,0.1252729928508887
MU,0.0,0.5610229362304516
NCLH,0.0,0.036371115574008434
NDAQ,0.0,0.25042803051487345
NDSN,0.0,0.00728062527284436
NEE,0.0,0.2037336898318009
NEM,0.0,0.4232699409815751
NFLX,0.0,0.413418017103365
NI,0.0,0.26333301640445855
NKE,0.0,-0.263060843043212
NOC,0.0,0.08791055201663078
NOW,0.0,0.09838550254284671
NRG,0.0,0.6507749264623464
NSC,0.0,0.15112037166991044
NTAP,0.0,0.14356113603525383
NTRS,0.0,0.28171181332389805
NUE,0.0,0.0015697250735810992
NVDA,0.0,0.6976916595616834
NVR,0.0,0.08010666524192106
NWS,0.0,0.12397272592581476
NWSA,0.0,0.08091368289155834
NXPI,0.0,0.062057109947834886
O,0.0,0.08021468227025955
ODFL,0.0,-0.1316186270227455
OKE,0.0,0.08953384163882241
OMC,0.0,-0.04961587881655127
ON,0.0,-0.14606493193386624
ORCL,0.0,0.32247594155558024
ORLY,0.0,0.2097711329093058
OTIS,0.0,0.014224936965247972
OXY,0.0,-0.1354724329833431
PANW,0.0,0.1556416243229909
PAYC,0.0,-0.05273604295536617
PAYX,0.0,-0.022258617885511037
PCAR,0.0,0.11697441348902292
PCG,0.0,-0.05461207551404734
PEG,0.0,0.15592547480242736
PEP,0.0,-0.040798866581324894
PFE,0.0,-0.0017878189524736232
PFG,0.0,0.10456474648802375
PG,0.0,0.0035044179151851817
PGR,0.0,0.17974038098321513
PH,0.0,0.3562067323042668
PHM,0.0,0.1786747606245882
PKG,0.0,0.10336385579087837
PLD,0.0,0.06585524221886939
ACN,0.0,-0.0953747696253975
PM,0.0,0.27864349071508143
PNC,0.0,0.20880941927727975
PNR,0.0,0.23971596385701702
PNW,0.0,0.12402269419880085
PODD,0.0,0.24506681935906327
POOL,0.0,-0.1755420451759472
PPG,0.0,-0.15330642784622542
PPL,0.0,0.1640193929264592
PRU,0.0,0.10522140259859454
PSA,0.0,0.054932398624087796
PSKY,0.0,-0.021960765553595097
PSX,0.0,0.07469746887119762
PTC,0.0,0.05418349856009359
PWR,0.0,0.4529554243687558
PYPL,0.0,0.014728737169243644
QCOM,0.0,0.16445898731816633
RCL,0.0,0.4197439105314859
REG,0.0,0.07128423015228492
REGN,0.0,-0.06317986108741264
RF,0.0,0.25421769648168674
RJF,0.0,0.2235483525828292
RL,0.0,0.5257854585269429
RMD,0.0,0.2306056918816777
ROK,0.0,0.19932309034690365
ROL,0.0,0.20411640382213395
ROP,0.0,-0.08816587878331052
ROST,0.0,0.15430549872303662
RSG,0.0,0.15080228242766583
RTX,0.0,0.3818135614048078
RVTY,0.0,0.05729112100251313
SBAC,0.0,-0.11553782189018444
SBUX,0.0,-0.041128760882384
SCHW,0.0,0.22171130285007462
SHW,0.0,0.09610318873391901
SJM,0.0,-0.023384913597811086
SLB,0.0,-0.12626462841806183
SMCI,0.0,0.1262487366540179
SNA,0.0,0.13172444973997094
SNPS,0.0,-0.06845934572507281
SO,0.0,0.13620650900158113
SPG,0.0,0.22102043902636756
SPGI,0.0,0.08600933767554401
SRE,0.0,0.13810726211629643
STE,0.0,0.14303010463608523
STLD,0.0,0.18891850830844065
STT,0.0,0.28124723193901846
STX,0.0,0.6354782004707421
STZ,0.0,-0.25893414872072656
SW,0.0,0.0032767690717098027
SWK,0.0,-0.09631843795842703
SWKS,0.0,-0.14783233316941916
SYF,0.0,0.4508851367396111
SYK,0.0,0.1205449468954917
SYY,0.0,0.02807894455590047
T,0.0,0.2631770257172552
TAP,0.0,-0.12788653040502226
TDG,0.0,0.23044737773931867
TDY,0.0,0.11635580095512459
TECH,0.0,-0.010806770285347506
TEL,0.0,0.3027809498156439
TER,0.0,0.3830702652507234
TFC,0.0,0.22823144132347184
TGT,0.0,-0.1548162403746229
TJX,0.0,0.27848996219899763
TKO,0.0,0.4942948959558446
VRSK,0.0,-0.031184380864231215
VRSN,0.0,0.06891190601114561
VRTX,0.0,0.13230019541499619
VST,0.0,0.7898866452306896
VTR,0.0,0.30056001378780406
VTRS,0.0,0.09500308974179027
VZ,0.0,0.1068398863242747
A,0.0,0.07532596168820979
WAT,0.0,0.15704524523317004
WBD,0.0,0.3821325946584666
WDAY,0.0,-0.10951926724751157
ADBE,0.0,-0.30579229262401164
WEC,0.0,0.14853015760027347
ADI,0.0,0.22026661282785678
WFC,0.0,0.37200849923703616
WM,0.0,0.11539920420413732
WMB,0.0,0.3129291975244249
WMT,0.0,0.41436978545845493
WRB,0.0,0.20579730967497323
WSM,0.0,0.3061781145437718
WST,0.0,-0.11185301098071082
WTW,0.0,0.14744083423389961
WY,0.0,-0.16573190527264162
WYNN,0.0,0.20737243676576234
XEL,0.0,0.15249839627965492
XOM,0.0,0.10190838380138655
XYL,0.0,0.15101881325629016
XYZ,0.0,-0.02680677311429653
YUM,0.0,0.09462883500482816
ZBH,0.0,-0.1091730059912557
ZBRA,0.0,0.04591190216400783
ABNB,0.0,-0.05118260839236838
AIG,0.0,0.10125477272298401
AIZ,0.0,0.14920590747186532
AJG,0.0,0.002931889578546333
AKAM,0.0,-0.14565728343329643
ALB,0.0,0.013003077197236177
ALGN,0.0,-0.17172141966396293
ALL,0.0,0.2214885509456271
ABBV,0.0,0.2652428781909027
AMAT,0.0,0.3084331600781113
AMCR,0.0,-0.026845546758232322
AMD,0.0,0.29863299852270964
AME,0.0,0.12500879649212304
AMGN,0.0,0.14111288398151808
AMP,0.0,0.16015375000930468
AMT,0.0,-0.04413970300871464
AMZN,0.0,0.22927869897217926
ANET,0.0,0.43698277090396503
AON,0.0,0.039631954689169725
AOS,0.0,-0.05072837514916024
APA,0.0,-0.10544035521205761
APD,0.0,0.01145435212232974
APH,0.0,0.5668370811777839
APO,0.0,0.22445198081810744
ADM,0.0,-0.0780759627165766
APTV,0.0,-0.041452608110373816
ARE,0.0,-0.42183451168357455
ATO,0.0,0.2249993739420383
AVB,0.0,0.038803627603113705
AVGO,0.0,0.7224175615934479
AVY,0.0,-0.03446897062343017
AWK,0.0,0.00573347288811491
ACGL,0.0,0.08402612877255831
